表格 1,victim_AS,start_time,end_time,event_type,label,hijacker_AS,timstamp,timestamp
,6879,2020-03-12 13:14:00,,Outage,3,,1583990040000,1584018840
,6900,2019-10-12 23:52:00,2019-10-12 23:55:00,Outage,3,,1570895520000,1570924320
,6921,2019-09-20 05:15:00,,Outage,3,,1568927700000,1568956500
,6921,2019-11-09 21:32:00,,Outage,3,,1573306320000,1573335120
,7018,2019-10-15 06:41:19,,Possible Hijack,1,135636,1571092879000,1571121679
,7018,2019-11-02 05:20:00,,Possible Hijack,1,26617,1572643200000,1572672000
,7018,2019-11-29 01:22:45,,Possible Hijack,1,200697,1574961765000,1574990565
,7018,2019-12-09 10:58:32,,Possible Hijack,1,35761,1575860312000,1575889112
,7018,2019-12-28 14:50:22,,Possible Hijack,1,27847,1577515822000,1577544622
,7018,2020-01-15 13:23:58,,Possible Hijack,1,16735,1579065838000,1579094638
,7018,2020-01-27 23:17:16,,Possible Hijack,1,,1580138236000,1580167036
,7018,2020-02-04 17:33:54,,Possible Hijack,1,270308,1580808834000,1580837634
,7018,2020-02-16 18:33:46,,Possible Hijack,1,37447,1581849226000,1581878026
,7018,2020-03-06 18:58:46,,Possible Hijack,1,41725,1583492326000,1583521126
,7018,2020-03-07 01:51:22,,Possible Hijack,1,813,1583517082000,1583545882
,7020,2020-01-28 09:11:00,,Outage,3,,1580173860000,1580202660
,7063,2020-01-03 19:55:00,,Outage,3,,1578052500000,1578081300
,7065,2020-01-14 08:49:00,2020-01-14 08:52:00,Outage,3,,1578962940000,1578991740
,7080,2019-10-14 19:54:00,,Outage,3,,1571054040000,1571082840
,7122,2020-02-16 22:55:06,,Possible Hijack,1,393226,1581864906000,1581893706
,7251,2020-01-14 05:15:24,,BGP Leak,2,13649,1578950124000,1578978924
,7262,2019-08-30 10:39:36,,Possible Hijack,1,134963,1567132776000,1567161576
,7297,2019-09-04 09:25:57,,Possible Hijack,1,208379,1567560357000,1567589157
,7303,2019-11-28 04:01:55,,Possible Hijack,1,18747,1574884915000,1574913715
,7306,2019-10-14 17:36:29,,BGP Leak,2,6648,1571045789000,1571074589
,7306,2019-10-15 07:19:59,,Possible Hijack,1,132471,1571095199000,1571123999
,7306,2019-12-02 17:37:26,,BGP Leak,2,6648,1575279446000,1575308246
,7306,2020-02-15 12:48:55,,BGP Leak,2,6648,1581742135000,1581770935
,7377,2019-10-14 10:36:31,,Possible Hijack,1,31638,1571020591000,1571049391
,7377,2020-02-03 10:40:44,,Possible Hijack,1,,1580697644000,1580726444
,7377,2020-02-09 01:39:53,,Possible Hijack,1,24124,1581183593000,1581212393
,7377,2020-02-12 21:26:52,,Possible Hijack,1,15102,1581514012000,1581542812
,7377,2020-02-22 01:11:04,,Possible Hijack,1,55303,1582305064000,1582333864
,7377,2020-02-24 09:03:54,,Possible Hijack,1,,1582506234000,1582535034
,7497,2019-11-29 17:53:11,,Possible Hijack,1,266445,1575021191000,1575049991
,7514,2020-01-03 21:16:04,,Possible Hijack,1,37468,1578057364000,1578086164
,7516,2020-01-03 10:05:35,,Possible Hijack,1,37468,1578017135000,1578045935
,7521,2020-02-10 07:37:35,,Possible Hijack,1,1299,1581291455000,1581320255
,7562,2019-09-15 22:59:59,,BGP Leak,2,7552,1568559599000,1568588399
,7562,2019-10-27 22:00:00,,BGP Leak,2,7552,1572184800000,1572213600
,7562,2019-11-28 16:14:02,,BGP Leak,2,7552,1574928842000,1574957642
,7562,2019-12-30 10:52:47,,BGP Leak,2,7552,1577674367000,1577703167
,7562,2020-02-01 02:48:38,,BGP Leak,2,7552,1580496518000,1580525318
,7562,2020-03-04 17:07:00,,BGP Leak,2,7552,1583312820000,1583341620
