表格 1,victim_AS,start_time,end_time,event_type,label,hijacker_AS,timstamp,timestamp
,22047,2020-01-03 05:48:00,,Outage,3,,1578001680000,1578030480
,22064,2019-10-11 23:09:52,,BGP Leak,2,3910,1570806592000,1570835392
,22087,2019-09-07 07:46:59,,BGP Leak,2,3910,1567813619000,1567842419
,22087,2019-10-11 03:19:13,,BGP Leak,2,3910,1570735153000,1570763953
,22087,2019-11-23 07:51:04,,BGP Leak,2,3910,1574466664000,1574495464
,22087,2020-02-14 00:22:25,,BGP Leak,2,3910,1581610945000,1581639745
,22152,2019-12-04 10:02:00,2019-12-04 10:08:00,Outage,3,,1575424920000,1575453720
,22152,2020-02-11 08:45:00,,Outage,3,,1581381900000,1581410700
,22152,2020-03-04 12:55:00,,Outage,3,,1583297700000,1583326500
,22260,2019-11-01 13:39:59,,BGP Leak,2,40375,1572586799000,1572615599
,22283,2019-09-12 21:40:07,,BGP Leak,2,7991,1568295607000,1568324407
,22283,2019-11-08 03:55:38,,BGP Leak,2,7991,1573156538000,1573185338
,22283,2019-12-13 22:21:13,,BGP Leak,2,7991,1576246873000,1576275673
,22283,2020-01-17 13:09:38,,BGP Leak,2,7991,1579237778000,1579266578
,22283,2020-02-22 17:19:13,,BGP Leak,2,7991,1582363153000,1582391953
,22313,2019-12-01 13:29:00,,Outage,3,,1575178140000,1575206940
,22344,2019-10-29 04:15:11,,BGP Leak,2,3910,1572293711000,1572322511
,22368,2019-11-11 18:16:00,,Outage,3,,1573467360000,1573496160
,22370,2020-01-05 20:25:32,,BGP Leak,2,6979,1578227132000,1578255932
,22400,2019-11-05 08:29:35,,Possible Hijack,1,3223,1572913775000,1572942575
,22418,2020-01-06 04:22:59,,BGP Leak,2,2828,1578255779000,1578284579
,22423,2020-03-04 18:26:00,2020-03-04 19:00:00,Outage,3,,1583317560000,1583346360
,22489,2020-01-03 18:34:41,,Possible Hijack,1,37468,1578047681000,1578076481
,22511,2019-12-02 01:58:39,,BGP Leak,2,19855,1575223119000,1575251919
,22541,2019-09-03 06:29:00,,Outage,3,,1567463340000,1567492140
,22541,2019-11-13 10:27:00,2019-11-13 10:30:00,Outage,3,,1573612020000,1573640820
,22548,2019-12-18 11:14:27,,Possible Hijack,1,3356,1576638867000,1576667667
,22573,2020-01-15 16:23:00,2020-01-15 16:35:00,Outage,3,,1579076580000,1579105380
,22637,2020-01-24 05:02:00,2020-01-24 05:07:00,Outage,3,,1579813320000,1579842120
,22724,2019-12-03 00:11:08,,Possible Hijack,1,32034,1575303068000,1575331868
,22742,2019-11-08 03:54:00,,Outage,3,,1573156440000,1573185240
,22769,2019-11-29 17:54:16,,Possible Hijack,1,266445,1575021256000,1575050056
,22807,2019-11-09 09:55:00,,Outage,3,,1573264500000,1573293300
,22855,2019-11-17 06:13:58,,BGP Leak,2,14639,1573942438000,1573971238
,22905,2019-10-15 04:21:00,,Outage,3,,1571084460000,1571113260
,22907,2019-08-29 19:35:46,,BGP Leak,2,11676,1567078546000,1567107346
,22931,2019-08-30 07:23:58,,BGP Leak,2,16567,1567121038000,1567149838
,23050,2019-12-14 15:39:33,,BGP Leak,2,3910,1576309173000,1576337973
,23151,2019-11-19 01:10:00,2019-11-19 01:16:00,Outage,3,,1574097000000,1574125800
,23201,2019-09-24 02:56:00,2019-09-24 03:00:00,Outage,3,,1569264960000,1569293760
,23201,2019-10-04 08:17:00,2019-10-04 08:24:00,Outage,3,,1570148220000,1570177020
,23201,2019-10-10 14:13:00,2019-10-10 14:34:00,Outage,3,,1570687980000,1570716780
,23201,2019-10-13 10:11:00,2019-10-13 10:20:00,Outage,3,,1570932660000,1570961460
,23201,2019-10-14 02:24:00,2019-10-14 02:30:00,Outage,3,,1570991040000,1571019840
,23201,2019-10-14 16:56:00,,Outage,3,,1571043360000,1571072160
,23201,2019-10-20 18:06:00,2019-10-20 18:13:00,Outage,3,,1571565960000,1571594760
,23201,2019-10-27 23:16:00,2019-10-27 23:25:00,Outage,3,,1572189360000,1572218160
,23380,2020-03-05 03:51:00,,Outage,3,,1583351460000,1583380260
,23497,2019-10-11 21:50:00,2019-10-11 21:53:00,Outage,3,,1570801800000,1570830600
,23497,2019-10-12 07:24:00,2019-10-12 07:27:00,Outage,3,,1570836240000,1570865040
,23498,2020-01-20 06:10:39,,BGP Leak,2,22625,1579471839000,1579500639
,23498,2020-03-03 19:52:22,,BGP Leak,2,22625,1583236342000,1583265142
,23537,2019-12-18 16:08:00,,Outage,3,,1576656480000,1576685280
,23570,2020-02-02 00:08:00,,Outage,3,,1580573280000,1580602080
,23596,2020-03-13 08:08:19,,Possible Hijack,1,24143,1584058099000,1584086899
,23599,2020-03-13 08:08:10,,Possible Hijack,1,24143,1584058090000,1584086890
,23600,2020-03-13 08:08:10,,Possible Hijack,1,24143,1584058090000,1584086890
,23607,2019-09-10 00:17:00,,Outage,3,,1568045820000,1568074620
,23607,2019-10-11 16:47:00,2019-10-11 16:55:00,Outage,3,,1570783620000,1570812420
,23607,2019-10-20 08:35:00,2019-10-20 08:39:00,Outage,3,,1571531700000,1571560500
,23607,2019-11-26 12:35:00,2019-11-26 12:41:00,Outage,3,,1574742900000,1574771700
,23607,2019-12-12 03:40:00,2019-12-12 04:06:00,Outage,3,,1576093200000,1576122000
,23664,2019-12-07 08:27:49,,BGP Leak,2,55644,1575678469000,1575707269
,23664,2020-02-15 03:55:53,,BGP Leak,2,55644,1581710153000,1581738953
,23679,2019-10-03 20:18:40,,BGP Leak,2,7473,1570105120000,1570133920
,23679,2019-11-05 03:34:17,,BGP Leak,2,4809,1572896057000,1572924857
,23900,2019-10-30 14:39:04,,BGP Leak,2,131996,1572417544000,1572446344
,23905,2020-01-27 17:59:50,,BGP Leak,2,,1580119190000,1580147990
,23930,2020-03-02 08:50:23,,Possible Hijack,1,9973,1583110223000,1583139023
,23934,2019-12-09 07:55:00,,Outage,3,,1575849300000,1575878100
,23939,2019-09-08 14:56:00,,Outage,3,,1567925760000,1567954560
,23939,2019-11-25 20:32:00,2019-11-25 20:38:00,Outage,3,,1574685120000,1574713920
,23939,2020-01-03 16:44:00,2020-01-03 16:47:00,Outage,3,,1578041040000,1578069840
,23943,2019-08-30 21:21:00,2019-08-30 21:26:00,Outage,3,,1567171260000,1567200060
,23949,2019-10-14 17:44:00,2019-10-14 17:58:00,Outage,3,,1571046240000,1571075040
,23969,2019-11-29 17:41:57,,Possible Hijack,1,266445,1575020517000,1575049317
,24000,2019-12-18 19:14:00,,Outage,3,,1576667640000,1576696440
,24000,2019-12-27 01:43:16,,Possible Hijack,1,,1577382196000,1577410996
,24088,2020-03-13 03:10:37,,BGP Leak,2,7552,1584040237000,1584069037
,24130,2020-01-25 09:19:23,,Possible Hijack,1,2147483647,1579915163000,1579943963
,24173,2019-11-29 17:39:23,,BGP Leak,2,7552,1575020363000,1575049163
,24173,2020-01-05 04:57:52,,BGP Leak,2,7552,1578171472000,1578200272
,24173,2020-02-15 15:51:00,,BGP Leak,2,7552,1581753060000,1581781860
,24195,2019-09-11 07:40:00,2019-09-11 07:46:00,Outage,3,,1568158800000,1568187600
,24201,2019-11-21 09:23:00,2019-11-21 09:40:00,Outage,3,,1574299380000,1574328180
,24295,2020-02-07 14:36:00,,Outage,3,,1581057360000,1581086160
,24319,2019-09-19 19:31:57,,BGP Leak,2,8359,1568892717000,1568921517
,24323,2020-02-14 13:23:56,,Possible Hijack,1,13335,1581657836000,1581686636
,24342,2020-02-15 10:46:51,,BGP Leak,2,17494,1581734811000,1581763611
,24430,2019-11-05 15:05:00,2019-11-05 17:20:00,Outage,3,,1572937500000,1572966300
,24432,2019-10-12 11:22:17,,BGP Leak,2,58601,1570850537000,1570879337
,24451,2020-02-15 07:18:51,,BGP Leak,2,,1581722331000,1581751131
,24521,2019-11-07 13:20:00,2019-11-07 13:23:00,Outage,3,,1573104000000,1573132800
,24521,2020-03-13 20:48:00,,Outage,3,,1584103680000,1584132480
,24532,2019-08-28 11:08:00,2019-08-28 11:12:00,Outage,3,,1566961680000,1566990480
,24532,2020-01-01 09:40:00,2020-01-01 09:59:00,Outage,3,,1577842800000,1577871600
,24532,2020-01-05 06:32:00,,Outage,3,,1578177120000,1578205920
,24547,2020-02-21 16:15:54,,Possible Hijack,1,263783,1582272954000,1582301754
,24554,2019-11-12 12:27:18,,Possible Hijack,1,136800,1573532838000,1573561638
,24556,2020-01-09 02:16:00,,Outage,3,,1578507360000,1578536160
,24556,2020-02-07 06:22:00,2020-02-07 06:50:00,Outage,3,,1581027720000,1581056520
,24556,2020-02-11 09:35:27,,BGP Leak,2,17494,1581384927000,1581413727
,24599,2019-09-03 12:21:29,,Possible Hijack,1,209119,1567484489000,1567513289
,24745,2019-11-18 11:01:54,,Possible Hijack,1,57344,1574046114000,1574074914
,24768,2019-11-13 15:33:13,,Possible Hijack,1,206119,1573630393000,1573659193
,24824,2019-11-04 14:35:30,,Possible Hijack,1,55002,1572849330000,1572878130
,25099,2020-01-02 20:47:15,,BGP Leak,2,199995,1577969235000,1577998035
,25129,2019-11-05 01:46:00,2019-11-05 01:49:00,Outage,3,,1572889560000,1572918360
,25129,2019-11-16 12:24:00,2019-11-16 12:37:00,Outage,3,,1573878240000,1573907040
,25129,2019-12-25 14:04:00,2019-12-25 14:09:00,Outage,3,,1577253840000,1577282640
,25129,2020-01-11 09:12:00,2020-01-11 09:15:00,Outage,3,,1578705120000,1578733920
,25129,2020-02-27 08:42:00,2020-02-27 08:45:00,Outage,3,,1582764120000,1582792920
,25129,2020-03-03 22:40:00,,Outage,3,,1583246400000,1583275200
,25133,2020-03-03 00:32:00,2020-03-03 00:38:00,Outage,3,,1583166720000,1583195520
,25163,2020-01-20 15:02:59,,BGP Leak,2,36678,1579503779000,1579532579
,25369,2020-02-27 12:38:59,,Possible Hijack,1,35805,1582778339000,1582807139
,25435,2019-12-21 19:23:00,,Outage,3,,1576927380000,1576956180
,25435,2019-12-23 17:25:00,,Outage,3,,1577093100000,1577121900
,25435,2019-12-25 22:15:00,,Outage,3,,1577283300000,1577312100
,25534,2019-09-03 20:30:00,,Outage,3,,1567513800000,1567542600
,25543,2020-01-22 09:40:13,,Possible Hijack,1,29614,1579657213000,1579686013
,25582,2020-01-07 23:17:00,,Outage,3,,1578410220000,1578439020
,25582,2020-01-14 22:42:00,2020-01-14 22:45:00,Outage,3,,1579012920000,1579041720
,25582,2020-01-15 00:57:00,,Outage,3,,1579021020000,1579049820
,25582,2020-01-30 11:37:00,2020-01-30 11:40:00,Outage,3,,1580355420000,1580384220
,25582,2020-03-02 22:04:00,2020-03-02 22:10:00,Outage,3,,1583157840000,1583186640
,25605,2019-12-02 11:52:05,,Possible Hijack,1,13335,1575258725000,1575287525
,25605,2019-12-13 08:23:36,,Possible Hijack,1,54113,1576196616000,1576225416
,25700,2020-02-06 09:02:00,2020-02-06 09:07:00,Outage,3,,1580950920000,1580979720
,25797,2019-09-22 08:25:26,,Possible Hijack,1,55002,1569111926000,1569140726
,25877,2020-01-25 16:20:00,,Outage,3,,1579940400000,1579969200
,25886,2019-09-11 11:04:00,2019-09-11 11:23:00,Outage,3,,1568171040000,1568199840
,25969,2019-11-12 10:31:00,2019-11-12 10:38:00,Outage,3,,1573525860000,1573554660
,25969,2019-12-21 01:33:00,,Outage,3,,1576863180000,1576891980
,26057,2019-12-18 15:43:48,,BGP Leak,2,3910,1576655028000,1576683828
,26077,2020-02-12 09:22:00,2020-02-12 09:26:00,Outage,3,,1581470520000,1581499320
,26130,2019-12-18 05:50:30,,BGP Leak,2,29614,1576619430000,1576648230
,26158,2019-11-09 13:59:40,,BGP Leak,2,3910,1573279180000,1573307980
,26211,2020-02-26 22:48:11,,BGP Leak,2,3910,1582728491000,1582757291
,26271,2019-09-26 05:17:00,,Outage,3,,1569446220000,1569475020
,26380,2020-02-11 19:20:00,,Possible Hijack,1,9121,1581420000000,1581448800
,26496,2019-09-12 17:43:16,,Possible Hijack,1,44273,1568281396000,1568310196
,26556,2019-10-25 02:03:28,,Possible Hijack,1,395800,1571940208000,1571969008
,26556,2020-01-11 03:01:00,2020-01-11 03:06:00,Outage,3,,1578682860000,1578711660
,26599,2020-02-21 16:15:54,,Possible Hijack,1,263783,1582272954000,1582301754
,26608,2019-11-12 19:06:00,2019-11-12 19:36:00,Outage,3,,1573556760000,1573585560
,26617,2019-11-02 05:00:00,2019-11-02 06:23:00,Outage,3,,1572642000000,1572670800
,26744,2019-12-20 23:33:00,2019-12-20 23:37:00,Outage,3,,1576855980000,1576884780
,27047,2019-09-10 22:00:00,2019-09-10 22:04:00,Outage,3,,1568124000000,1568152800
,27047,2019-09-21 01:10:00,,Outage,3,,1568999400000,1569028200
,27047,2019-11-08 22:30:00,2019-11-08 22:41:00,Outage,3,,1573223400000,1573252200
,27047,2019-11-10 02:30:00,2019-11-10 02:36:00,Outage,3,,1573324200000,1573353000
,27047,2019-11-23 15:10:00,,Outage,3,,1574493000000,1574521800
,27047,2020-02-29 14:12:00,,Outage,3,,1582956720000,1582985520
,27066,2020-01-29 05:11:34,,BGP Leak,2,27065,1580245894000,1580274694
,27138,2019-10-12 06:45:56,,BGP Leak,2,23679,1570833956000,1570862756
